"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-07-06","86.8","-2.44","6.02","Romano, Jordan",669394,605447,,"ball",,,,,14,"Jake Burger pops out to second baseman Whit Merrifield.","R","R","R","CWS","TOR","B",,,0,0,2023,"0.26","-0.17","1.21","1.11",,641313,673357,2,10,"Bot",,,,,672386,,,8.405528665151376,-126.1762014973259,-5.2944109969459605,1.0873114872181182,26.069167608966634,-33.08781751713495,"3.22","1.51",,,,"89",2228,"7.7",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"52.78",,,,,,,,67,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",59,"0","0.048"
"FF","2023-07-06","96.1","-2.56","5.96","Romano, Jordan",518735,605447,"strikeout","swinging_strike",,,,,11,"Yasmani Grandal strikes out swinging.","R","L","R","CWS","TOR","S",2,,1,2,2023,"-0.46","1.5","-0.5","3.58",,641313,673357,1,10,"Bot",,,,,672386,,,6.621205192764045,-139.81857689201044,-4.179177177280134,-7.503049486669698,32.53534431193284,-11.82018597555657,"3.14","1.48",,,,"97.9",2294,"7.4",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"53.09",,0,"0",1,0,0,,66,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,"-0.092","-0.336"
"FF","2023-07-06","96.3","-2.64","5.94","Romano, Jordan",518735,605447,,"foul",,,,,11,"Yasmani Grandal strikes out swinging.","R","L","R","CWS","TOR","S",,,1,2,2023,"-0.46","1.33","-0.21","3.46",,641313,673357,1,10,"Bot",,,,,672386,,,7.709830961780501,-140.03123762139916,-4.122469368279722,-7.8491545880958835,31.875707747051564,-13.901180604907825,"3.14","1.48",204,"80.1",18,"98.5",2114,"7.6",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"52.91",,,,,,,,66,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",203,"0","0"
"SL","2023-07-06","87.8","-2.7","6.04","Romano, Jordan",518735,605447,,"swinging_strike",,,,,14,"Yasmani Grandal strikes out swinging.","R","L","R","CWS","TOR","S",,,1,1,2023,"0.07","-0.15","0.3","0.98",,641313,673357,1,10,"Bot",,,,,672386,,,7.245112686205734,-127.63262396560143,-5.848911542024228,-0.8400905587569061,27.683023780363634,-32.750704205688216,"3.14","1.48",,,,"88.9",2047,"7.1",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"53.36",,,,,,,,66,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",60,"0","-0.115"
"SL","2023-07-06","85.7","-3.1","5.8","Romano, Jordan",518735,605447,,"called_strike",,,,,1,"Yasmani Grandal strikes out swinging.","R","L","R","CWS","TOR","S",,,1,0,2023,"0.3","0.17","-0.46","2.78",,641313,673357,1,10,"Bot",,,,,672386,,,5.758461922535465,-124.80337648968217,-1.2419325055285946,1.9847424832093628,24.251371261993498,-30.406582754535247,"3.1","1.42",,,,"87.6",1835,"7.4",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"53.11",,,,,,,,66,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",86,"0","-0.1"
"FF","2023-07-06","95","-2.64","5.99","Romano, Jordan",518735,605447,,"ball",,,,,11,"Yasmani Grandal strikes out swinging.","R","L","R","CWS","TOR","B",,,0,0,2023,"-0.4","1.27","-0.4","3.72",,641313,673357,1,10,"Bot",,,,,672386,,,6.922983615772929,-138.23352469974557,-3.2307635775421524,-6.623629715556263,29.99444132792337,-15.301146988475246,"3.11","1.44",,,,"97.1",2125,"7.4",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"53.06",,,,,,,,66,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",206,"0","0.082"
"SL","2023-07-06","87.4","-2.67","6","Romano, Jordan",650391,605447,"strikeout","swinging_strike",,,,,14,"Eloy Jimenez strikes out swinging.","R","R","R","CWS","TOR","S",2,,1,2,2023,"0.36","-0.16","0.92","1.52",,641313,673357,0,10,"Bot",,,,,672386,,,8.087457948021907,-127.02623344567037,-4.396859090594656,2.269146783936575,25.95148156356688,-33.175474651220895,"3.47","1.68",,,,"89.4",2024,"7.6",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"52.93",,0,"0",1,0,0,,65,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",77,"-0.102","-0.342"
"SL","2023-07-06","88.6","-2.69","5.9","Romano, Jordan",650391,605447,,"ball",,,,,14,"Eloy Jimenez strikes out swinging.","R","R","R","CWS","TOR","B",,,0,2,2023,"0.23","-0.39","0.95","1",,641313,673357,0,10,"Bot",,,,,672386,,,8.632869179203976,-128.74051590788335,-5.179420091828693,0.7084585469136048,26.995173041052446,-35.6317815235984,"3.37","1.66",,,,"90.9",2054,"7.8",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"52.74",,,,,,,,65,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",53,"0","0.051"
"SL","2023-07-06","87.9","-2.65","6.01","Romano, Jordan",650391,605447,,"swinging_strike",,,,,14,"Eloy Jimenez strikes out swinging.","R","R","R","CWS","TOR","S",,,0,1,2023,"0.38","-0.57","0.7","0.8",,641313,673357,0,10,"Bot",,,,,672386,,,7.509153646891126,-127.85627583988456,-5.448361842825525,2.689211097648814,26.11982124684212,-37.50620637046349,"3.47","1.68",,,,"90",2084,"7.6",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"52.93",,,,,,,,65,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",77,"0","-0.135"
"SL","2023-07-06","87.2","-2.85","6.03","Romano, Jordan",650391,605447,,"foul",,,,,7,"Eloy Jimenez strikes out swinging.","R","R","R","CWS","TOR","S",,,0,0,2023,"0.53","-0.19","-0.43","2.16",,641313,673357,0,10,"Bot",,,,,672386,,,4.831986511733004,-126.96348934216576,-2.7888168986547273,4.746969807522905,25.779951163898915,-33.90486428215074,"3.47","1.68",171,"69.2",20,"89.1",2261,"7.4",717468,605447,672386,624415,593160,656305,666182,662139,595281,543807,"53.07",,,,,,,,65,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",105,"0","-0.097"
"SL","2023-07-04","89.5","-2.69","6.04","Romano, Jordan",669394,605447,"strikeout","foul_tip",,,,,14,"Jake Burger strikes out on a foul tip.","R","R","R","CWS","TOR","S",2,,0,2,2023,"0.35","-0.35","0.33","0.96",,,,2,9,"Bot",,,,,672386,,,6.876584389089101,-130.08326663826773,-5.903414586435242,2.4816228582759527,27.60894452195591,-35.028364150590065,"3.3","1.52",,,,"91.5",2196,"7.6",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.9",,0,"0",1,0,0,,73,3,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",58,"-0.044","-0.065"
"SL","2023-07-04","88.4","-2.85","5.93","Romano, Jordan",669394,605447,,"swinging_strike",,,,,14,"Jake Burger strikes out on a foul tip.","R","R","R","CWS","TOR","S",,,0,1,2023,"0.42","-0.03","0.52","1.09",,,,2,9,"Bot",,,,,672386,,,7.549906974414274,-128.60277258220177,-5.86917990762006,3.3642954768925426,22.866662114599038,-31.654049006067712,"3.3","1.52",,,,"91.5",2252,"7.9",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.63",,,,,,,,73,2,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",78,"0","-0.023"
"SL","2023-07-04","88.5","-2.91","6.01","Romano, Jordan",669394,605447,,"swinging_strike",,,,,14,"Jake Burger strikes out on a foul tip.","R","R","R","CWS","TOR","S",,,0,0,2023,"0.38","-0.19","1.07","1.81",,,,2,9,"Bot",,,,,672386,,,9.169965902133333,-128.65802921686665,-3.936618371849798,2.563557013572945,23.525773175964744,-33.70673210736206,"3.3","1.52",,,,"91.4",2213,"7.8",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.67",,,,,,,,73,1,"Slider",3,4,3,4,4,3,3,4,"Strategic","Standard",77,"0","-0.017"
"SL","2023-07-04","87.1","-2.9","6.03","Romano, Jordan",693049,605447,"strikeout","swinging_strike_blocked",,,,,13,"Oscar Colas strikes out swinging.","R","L","R","CWS","TOR","S",2,,1,2,2023,"0.42","-0.12","-0.46","1.05",,,,1,9,"Bot",,,,,672386,,,5.164722027772366,-126.85859390522094,-5.759403461641825,3.616302411815957,23.6918756824669,-32.53678950102158,"3.29","1.57",,,,"90.1",2087,"7.9",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.62",,0,"0",1,0,0,,72,4,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",75,"-0.064","-0.119"
"FF","2023-07-04","96.5","-3.02","5.89","Romano, Jordan",693049,605447,,"called_strike",,,,,5,"Oscar Colas strikes out swinging.","R","L","R","CWS","TOR","S",,,1,1,2023,"-0.29","1.35","0.05","2.33",,,,1,9,"Bot",,,,,672386,,,9.003946794799374,-140.2809696139722,-7.172381118338612,-5.672429404415791,29.338900651790528,-12.86702979816761,"3.14","1.53",,,,"98.9",2316,"7.5",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"53",,,,,,,,72,3,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",208,"0","-0.043"
"SL","2023-07-04","85.1","-3.02","5.86","Romano, Jordan",693049,605447,,"swinging_strike",,,,,14,"Oscar Colas strikes out swinging.","R","L","R","CWS","TOR","S",,,1,0,2023,"0.52","-0.27","0.34","1.27",,,,1,9,"Bot",,,,,672386,,,6.953135788327564,-123.78946286301839,-4.039725168112413,4.159659640339619,22.426248613587653,-34.386770462218756,"3.29","1.57",,,,"86.9",2224,"7.3",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"53.23",,,,,,,,72,2,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",66,"0","-0.031"
"FF","2023-07-04","96.9","-2.77","6.01","Romano, Jordan",693049,605447,,"ball",,,,,14,"Oscar Colas strikes out swinging.","R","L","R","CWS","TOR","B",,,0,0,2023,"-0.19","1.32","0.39","1.17",,,,1,9,"Bot",,,,,672386,,,9.046797670928559,-140.58676911998546,-10.615813186061654,-4.440715599529711,30.284346643768774,-12.39349899392817,"2.97","1.42",,,,"99",2262,"7.5",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.97",,,,,,,,72,1,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",206,"0","0.025"
"SL","2023-07-04","86.9","-2.79","6.04","Romano, Jordan",683734,605447,"strikeout","swinging_strike_blocked",,,,,13,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","S",2,,2,2,2023,"0.38","-0.55","-0.54","0.57",,,,0,9,"Bot",,,,,672386,,,4.723015036460252,-126.42294551701512,-5.924121786156169,3.1393962666370334,24.30503176748005,-37.18824956655917,"3.12","1.49",,,,"89.2",2204,"7.6",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.93",,0,"0",1,0,0,,71,6,"Slider",3,4,3,4,4,3,3,4,"Strategic","Standard",49,"-0.086","-0.214"
"SL","2023-07-04","88","-2.98","5.96","Romano, Jordan",683734,605447,,"foul",,,,,8,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","S",,,2,2,2023,"0.44","-0.55","-0.05","1.41",,,,0,9,"Bot",,,,,672386,,,6.355191872131974,-128.1275771156346,-3.8857833529455164,3.562867331122616,25.751902883447908,-37.60425156865583,"3.12","1.49",2,"68.6",-35,"90.2",2226,"7.6",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.93",,,,,,,,71,5,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",70,"0","0"
"SL","2023-07-04","89.6","-2.93","5.94","Romano, Jordan",683734,605447,,"ball",,,,,14,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","B",,,1,2,2023,"0.36","-0.17","1.29","0.04",,,,0,9,"Bot",,,,,672386,,,9.86061773349762,-130.0488742486193,-8.368519950877726,2.0873904621897923,25.854804430441394,-32.533357444177234,"2.78","1.28",,,,"91.6",2188,"7.5",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"53.01",,,,,,,,71,4,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",82,"0","0.041"
"SL","2023-07-04","87.4","-2.93","5.84","Romano, Jordan",683734,605447,,"swinging_strike",,,,,8,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","S",,,1,1,2023,"0.27","-0.26","0.18","1.73",,,,0,9,"Bot",,,,,672386,,,7.081511356611686,-127.16885003441037,-3.333926298592166,1.6710864126239278,23.338915459225,-34.61330666063821,"3.12","1.49",,,,"89.6",2231,"7.4",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"53.06",,,,,,,,71,3,"Slider",3,4,3,4,4,3,3,4,"Strategic","Standard",77,"0","-0.055"
"SL","2023-07-04","87","-2.97","5.84","Romano, Jordan",683734,605447,,"swinging_strike",,,,,14,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","S",,,1,0,2023,"0.5","-0.37","1.02","0.89",,,,0,9,"Bot",,,,,672386,,,8.743948125171192,-126.36711907606798,-5.003836320669229,3.5207002495751243,26.00797236895815,-35.31102083300812,"3.12","1.49",,,,"88.9",1998,"7.6",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"52.94",,,,,,,,71,2,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",72,"0","-0.046"
"SL","2023-07-04","87.8","-2.7","6.14","Romano, Jordan",683734,605447,,"ball",,,,,12,"Andrew Vaughn strikes out swinging, catcher Alejandro Kirk to first baseman Vladimir Guerrero Jr.","R","R","R","CWS","TOR","B",,,0,0,2023,"0.56","-0.38","1.21","2.31",,,,0,9,"Bot",,,,,672386,,,8.47809441029971,-127.69840006315401,-2.4105606734218927,4.455782458927957,25.45513445050004,-36.06769020839291,"3.06","1.39",,,,"89.8",2119,"7.5",717496,605447,672386,665489,593160,656305,666182,662139,595281,543807,"53",,,,,,,,71,1,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",83,"0","0.036"
"SL","2023-07-02","89.9","-2.23","6.02","Romano, Jordan",571771,605447,"field_out","hit_into_play",,,,,6,"Enrique Hernandez grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.","R","R","R","TOR","BOS","X",6,"ground_ball",0,1,2023,"0.32","-0.17","0.58","2.43",,646240,,2,9,"Top",107.91,163.28,,,643376,,,6.456593373700905,-130.86183906631592,-2.6358164190161677,2.398779646921081,27.029794407402427,-33.78193661795083,"3.34","1.57",40,"75",0,"92.4",2020,"7.7",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.76",0.129,0.111,"0",1,0,0,2,74,2,"Slider",4,5,5,4,5,4,5,4,"Strategic","Standard",64,"0.027","-0.275"
"FF","2023-07-02","98","-2.21","6.03","Romano, Jordan",571771,605447,,"called_strike",,,,,2,"Enrique Hernandez grounds out, shortstop Bo Bichette to first baseman Vladimir Guerrero Jr.","R","R","R","TOR","BOS","S",,,0,0,2023,"-0.11","1.47","0.21","2.87",,646240,,2,9,"Top",,,,,643376,,,6.999729702946677,-142.4397838836138,-6.63394423888961,-3.1068281176037362,33.29287022488421,-10.851873841075992,"3.32","1.57",,,,"101",2317,"8",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.49",,,,,,,,74,1,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Strategic","Standard",198,"0","-0.051"
"SL","2023-07-02","88.6","-2.51","5.89","Romano, Jordan",671213,605447,"field_out","hit_into_play",,,,,5,"Triston Casas pops out to first baseman Vladimir Guerrero Jr.","R","L","R","TOR","BOS","X",3,"popup",0,0,2023,"0.44","-0.22","0.08","3.03",,646240,,1,9,"Top",140.05,190.57,,,643376,,,5.527718580929065,-128.97300378207612,-0.473715011335302,3.7567419920001464,26.25151743599092,-34.71623256174895,"3.65","1.72",43,"89.5",76,"90.6",2217,"7.4",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"53.09",0.003,0.003,"0",1,0,0,3,73,1,"Slider",4,5,5,4,5,4,5,4,"Standard","Standard",91,"0.025","-0.356"
"SL","2023-07-02","90.3","-2.31","5.89","Romano, Jordan",608701,605447,"strikeout","swinging_strike_blocked",,,,,14,"Rob Refsnyder strikes out swinging.","R","R","R","TOR","BOS","S",2,,1,2,2023,"0.13","-0.48","0.75","0.75",,646240,,0,9,"Top",,,,,643376,,,7.577433274880554,-131.24928832919755,-5.9546709121885435,-0.10859263675815096,28.390482785227594,-36.572014422873295,"3.47","1.57",,,,"93.2",2090,"8.1",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.39",,0,"0",1,0,0,,72,4,"Slider",4,5,5,4,5,4,5,4,"Standard","Standard",60,"0.03","-0.313"
"SL","2023-07-02","87.6","-2.64","5.73","Romano, Jordan",608701,605447,,"swinging_strike",,,,,2,"Rob Refsnyder strikes out swinging.","R","R","R","TOR","BOS","S",,,1,1,2023,"0.38","-0.27","0","3",,,646240,0,9,"Top",,,,,643376,,,5.715544438182601,-127.56038801588225,0.06642613204246772,3.080807464673947,24.956356634995895,-35.33857469226921,"3.47","1.57",,,,"89.9",2023,"7.6",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.92",,,,,,,,72,3,"Slider",4,5,5,4,5,4,5,4,"Standard","Standard",87,"-0.023","-0.088"
"FF","2023-07-02","97.4","-2.58","5.76","Romano, Jordan",608701,605447,,"called_strike",,,,,3,"Rob Refsnyder strikes out swinging.","R","R","R","TOR","BOS","S",,,1,0,2023,"-0.2","1.35","0.44","3.05",,,646240,0,9,"Top",,,,,643376,,,8.874849338776764,-141.5465162632296,-4.996732834265816,-4.714646662109827,31.334642575201777,-13.055966697933597,"3.56","1.57",,,,"100.7",2301,"8.1",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.39",,,,,,,,72,2,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",216,"0","-0.063"
"SL","2023-07-02","87.3","-2.6","5.64","Romano, Jordan",608701,605447,,"blocked_ball",,,,,14,"Rob Refsnyder strikes out swinging.","R","R","R","TOR","BOS","B",,,0,0,2023,"0.39","-0.43","2.41","-0.1",,,646240,0,9,"Top",,,,,643376,,,11.515861998905578,-126.5423760666531,-6.861837170124962,1.6822349745639633,26.88654509082823,-35.45752225762269,"3.48","1.57",,,,"89.1",2172,"7.7",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.78",,,,,,,,72,1,"Slider",4,5,5,4,5,4,5,4,"Standard","Standard",70,"0","0.045"
"SL","2023-07-02","89","-2.18","6.01","Romano, Jordan",646240,605447,"walk","ball",,,,,14,"Rafael Devers walks.","R","L","R","TOR","BOS","B",,,3,2,2023,"0.6","-0.35","1.89","1.43",,,,0,9,"Top",,,,,643376,,,8.898333584660563,-129.27298876590172,-4.469998272647258,4.743133005981463,28.299073721854402,-35.26554758489821,"3.32","1.55",,,,"90.3",2042,"7.3",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"53.2",,0.695903,"0.7",1,0,0,,71,6,"Slider",4,5,5,4,5,4,5,4,"Infield shade","Standard",67,"-0.023","0.312"
"SL","2023-07-02","89.6","-2.08","6.01","Romano, Jordan",646240,605447,,"ball",,,,,14,"Rafael Devers walks.","R","L","R","TOR","BOS","B",,,2,2,2023,"0.14","-0.2","2.03","0.54",,,,0,9,"Top",,,,,643376,,,10.084379227817868,-130.12003417002688,-7.264587343470599,-0.3632075203522399,25.853267879750508,-33.12119407101619,"3.27","1.55",,,,"91.9",2186,"7.6",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.87",,,,,,,,71,5,"Slider",4,5,5,4,5,4,5,4,"Infield shade","Standard",46,"0","0.103"
"FF","2023-07-02","97.1","-2.29","5.89","Romano, Jordan",646240,605447,,"foul",,,,,6,"Rafael Devers walks.","R","L","R","TOR","BOS","S",,,2,1,2023,"-0.29","1.5","0.65","2.77",,,,0,9,"Top",,,,,643376,,,8.761876081833863,-141.00226276277763,-6.379314997056767,-5.881403461489964,32.309589313766516,-10.933241161014408,"3.34","1.55",185,"72.2",21,"99.5",2321,"7.7",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.77",,,,,,,,71,4,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Infield shade","Standard",207,"0","-0.067"
"FF","2023-07-02","98.1","-2.54","5.79","Romano, Jordan",646240,605447,,"foul",,,,,2,"Rafael Devers walks.","R","L","R","TOR","BOS","S",,,2,0,2023,"-0.56","1.53","0","3.46",,,,0,9,"Top",,,,,643376,,,8.391484225271686,-142.50968086586914,-4.43369270971839,-9.595914423313806,33.986767292273946,-10.514734060266065,"3.34","1.55",243,"87.7",55,"100.3",2465,"7.7",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.81",,,,,,,,71,3,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",209,"0","-0.058"
"FF","2023-07-02","97.1","-2.71","5.79","Romano, Jordan",646240,605447,,"ball",,,,,13,"Rafael Devers walks.","R","L","R","TOR","BOS","B",,,1,0,2023,"-0.83","1.57","-1.28","1.99",,,,0,9,"Top",,,,,643376,,,5.868729187094085,-141.1492848016774,-8.429594139650563,-12.429391090798966,32.43161503850788,-9.414178129402844,"3.43","1.55",,,,"99.4",2453,"7.6",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.88",,,,,,,,71,2,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",213,"0","0.064"
"FF","2023-07-02","98.2","-2.5","5.99","Romano, Jordan",646240,605447,,"ball",,,,,11,"Rafael Devers walks.","R","L","R","TOR","BOS","B",,,0,0,2023,"-0.38","1.46","-0.25","4.17",,,,0,9,"Top",,,,,643376,,,7.099265395621608,-142.85870953580246,-2.861442267943261,-6.906748284861865,33.390458792550014,-11.741411088708789,"3.3","1.55",,,,"99.9",2389,"7.3",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"53.21",,,,,,,,71,1,"4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard",201,"0","0.036"
"FF","2023-07-02","95.8","-2.57","5.89","Romano, Jordan",657077,605447,"home_run","hit_into_play",,,,,5,"Alex Verdugo homers (6) on a fly ball to right center field.","R","L","R","TOR","BOS","X",,"fly_ball",0,0,2023,"-0.41","1.34","0.05","2.87",,,,0,9,"Top",195.03,45.55,,,643376,,,8.024286483705376,-139.27661833799615,-5.4980002216052215,-7.1195860670247155,32.20630248480766,-13.648095293003928,"3.55","1.57",415,"108.4",26,"98",2219,"7.7",717530,605447,643376,665489,593160,656305,666182,662139,595281,543807,"52.83",0.977,1.944,"2",1,0,3,6,70,1,"4-Seam Fastball",4,4,4,4,5,4,5,4,"Standard","Standard",206,"-0.342","1"
"SL","2023-06-29","87.9","-2.81","5.82","Romano, Jordan",543063,605447,"field_out","hit_into_play",,,,,5,"Brandon Crawford flies out to center fielder Daulton Varsho.","R","L","R","TOR","SF","X",8,"fly_ball",3,2,2023,"0.4","-0.29","-0.06","2.21",,,682641,2,9,"Top",137.27,108.36,,,672386,,,5.968751341652851,-127.87759912822484,-2.0283296334610412,3.0444468335427106,28.009987355382915,-35.11650236930354,"3.4","1.63",230,"97.7",54,"89.6",2134,"7.5",717564,605447,672386,474832,669289,656305,666182,593160,662139,543807,"53",0.011,0.013,"0",1,0,0,3,66,6,"Slider",2,1,1,2,1,2,1,2,"Infield shade","Standard",62,"0.078","-0.257"
"SL","2023-06-29","87.6","-2.64","6.09","Romano, Jordan",543063,605447,,"ball",,,,,11,"Brandon Crawford flies out to center fielder Daulton Varsho.","R","L","R","TOR","SF","B",,,2,2,2023,"0.36","-0.4","-0.05","3.46",,,682641,2,9,"Top",,,,,672386,,,5.583525000198688,-127.44717264530794,0.6793377238272018,2.752049669724399,27.319524826184114,-36.89674525375242,"3.27","1.57",,,,"88.8",2110,"7.1",717564,605447,672386,474832,669289,656305,666182,593160,662139,543807,"53.36",,,,,,,,66,5,"Slider",2,1,1,2,1,2,1,2,"Standard","Standard",59,"0","0.055"
"SL","2023-06-29","86.6","-3.01","5.75","Romano, Jordan",543063,605447,,"foul",,,,,8,"Brandon Crawford flies out to center fielder Daulton Varsho.","R","L","R","TOR","SF","S",,,2,1,2023,"0.57","-0.26","-0.09","1.76",,,682641,2,9,"Top",,,,,672386,,,5.904433064089111,-126.01823079156098,-2.8299276077713675,4.877174975813916,25.33874600764485,-34.54779452193463,"3.4","1.63",8,"83.4",-13,"88.3",2242,"7.3",717564,605447,672386,474832,669289,656305,666182,593160,662139,543807,"53.2",,,,,,,,66,4,"Slider",2,1,1,2,1,2,1,2,"Standard","Standard",76,"0","-0.053"
"FF","2023-06-29","96.7","-2.75","5.77","Romano, Jordan",543063,605447,,"ball",,,,,14,"Brandon Crawford flies out to center fielder Daulton Varsho.","R","L","R","TOR","SF","B",,,1,1,2023,"-0.38","1.42","0.9","1.68",,,682641,2,9,"Top",,,,,672386,,,10.920376136867302,-140.15878197213075,-8.797206257500202,-7.572323681332016,32.96015610778769,-11.495335890667352,"3.4","1.63",,,,"99.3",2328,"8.1",717564,605447,672386,474832,669289,656305,666182,593160,662139,543807,"52.44",,,,,,,,66,3,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",207,"0","0.031"
"FF","2023-06-29","95.4","-2.82","5.78","Romano, Jordan",543063,605447,,"called_strike",,,,,4,"Brandon Crawford flies out to center fielder Daulton Varsho.","R","L","R","TOR","SF","S",,,0,0,2023,"-0.35","1.38","-0.82","2.59",,,682641,2,9,"Top",,,,,672386,,,6.191394942845926,-138.72775142635456,-6.001895229142911,-5.9082631623060315,31.508979228973462,-13.198851209476693,"3.35","1.63",,,,"97.7",2160,"7.7",717564,605447,672386,474832,669289,656305,666182,593160,662139,543807,"52.83",,,,,,,,66,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",206,"0","-0.038"
